FSTOTDE2,CERTHHSZ,FSSSI,FSGA,FSUNEARN,RAWNET,FSTOTDED,FSASSET,WRK_POOR,FSSLTDE2,SHELDED,FSNETINC,FSEARN,FSGRINC,FSERNDE2,FSDIS,FSUSIZE,RAWERND,FSERNDED,FSSTDDE2,FSWAGES,TANF_IND,TPOV,FSSLTDED,FSTANF,FSNELDER,LIQRESOR,REALPROP,HWGT,FSNONCIT,CAT_ELIG,FSVEHAST,VEHICLEA
0.0,1.0,0.0,0.0,0.0,0.0,534.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,0.0,925.2482546622224,0.0,0.0,0.0,1.0
361.0,1.0,45.0,0.0,643.0,282.0,361.0,0.0,0.0,227.0,228.0,282.0,0.0,643.0,0.0,0.0,1.0,0.0,0.0,201.0,0.0,0.0,79.0,227.0,0.0,1.0,0.0,0.0,952.2420948609335,0.0,1.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,925.2482546622226,0.0,0.0,0.0,1.0
424.0,3.0,0.0,0.0,224.0,531.0,424.0,0.0,1.0,144.0,144.0,532.0,732.0,956.0,219.0,0.0,3.0,146.0,146.0,201.0,732.0,0.0,69.0,144.0,0.0,0.0,0.0,0.0,790.270055328973,0.0,0.0,0.0,1.0
246.0,2.0,0.0,0.0,310.0,0.0,246.0,0.0,0.0,112.0,200.0,64.0,0.0,310.0,0.0,0.0,2.0,0.0,0.0,201.0,0.0,1.0,28.0,112.0,310.0,0.0,0.0,0.0,837.5931681792741,0.0,1.0,0.0,1.0
185.0,1.0,0.0,231.0,231.0,46.0,185.0,0.0,0.0,51.0,52.0,46.0,0.0,231.0,0.0,0.0,1.0,0.0,0.0,185.0,0.0,0.0,28.0,51.0,0.0,0.0,0.0,0.0,929.6942984255414,0.0,1.0,0.0,1.0
0.0,2.0,0.0,0.0,0.0,0.0,551.0,0.0,0.0,0.0,417.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,417.0,0.0,0.0,0.0,0.0,831.5592508181,0.0,0.0,0.0,1.0
134.0,1.0,0.0,0.0,867.0,733.0,134.0,0.0,0.0,0.0,0.0,733.0,0.0,867.0,0.0,0.0,1.0,0.0,0.0,134.0,0.0,0.0,106.0,0.0,0.0,1.0,0.0,0.0,971.296571062645,0.0,0.0,0.0,1.0
305.0,4.0,0.0,0.0,0.0,527.0,305.0,0.0,1.0,0.0,0.0,528.0,833.0,833.0,166.0,0.0,4.0,167.0,166.0,139.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,701.9798200769216,0.0,0.0,0.0,1.0
198.0,3.0,0.0,0.0,290.0,414.0,198.0,0.0,1.0,0.0,0.0,414.0,322.0,612.0,64.0,0.0,3.0,64.0,64.0,134.0,322.0,1.0,44.0,0.0,290.0,0.0,0.0,0.0,778.8373694739521,0.0,1.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,925.2482546622226,0.0,0.0,0.0,1.0
349.0,2.0,623.0,0.0,623.0,938.0,349.0,0.0,1.0,75.0,76.0,974.0,700.0,1323.0,210.0,1.0,2.0,140.0,140.0,201.0,700.0,0.0,120.0,75.0,0.0,0.0,0.0,0.0,918.5746899129769,0.0,0.0,0.0,1.0
134.0,2.0,0.0,0.0,310.0,176.0,134.0,0.0,0.0,0.0,0.0,176.0,0.0,310.0,0.0,0.0,2.0,0.0,0.0,134.0,0.0,1.0,28.0,0.0,310.0,0.0,0.0,0.0,848.3907040738527,0.0,1.0,0.0,1.0
169.0,2.0,0.0,0.0,169.0,0.0,551.0,25.0,0.0,35.0,417.0,0.0,0.0,169.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,15.0,417.0,169.0,0.0,25.0,0.0,831.5592508181,0.0,1.0,0.0,1.0
164.0,2.0,623.0,0.0,854.0,690.0,164.0,308.0,0.0,30.0,30.0,690.0,0.0,854.0,0.0,1.0,2.0,0.0,0.0,164.0,0.0,1.0,78.0,30.0,231.0,0.0,308.0,0.0,897.2971920850348,0.0,1.0,0.0,1.0
319.0,6.0,623.0,0.0,1116.0,1463.0,319.0,0.0,1.0,0.0,0.0,1464.0,667.0,1783.0,133.0,1.0,6.0,133.0,133.0,186.0,667.0,1.0,80.0,0.0,493.0,0.0,0.0,0.0,615.9081093824082,0.0,1.0,0.0,1.0
134.0,3.0,0.0,0.0,389.0,255.0,134.0,0.0,0.0,0.0,0.0,255.0,0.0,389.0,0.0,0.0,3.0,0.0,0.0,134.0,0.0,1.0,28.0,0.0,389.0,0.0,0.0,0.0,763.9113636187908,0.0,1.0,0.0,1.0
134.0,2.0,934.0,0.0,934.0,800.0,134.0,0.0,0.0,0.0,0.0,800.0,0.0,934.0,0.0,0.0,2.0,0.0,0.0,134.0,0.0,0.0,85.0,0.0,0.0,2.0,0.0,0.0,907.7771536066213,0.0,1.0,0.0,1.0
100.0,1.0,0.0,0.0,100.0,0.0,159.0,0.0,0.0,0.0,25.0,0.0,0.0,100.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,12.0,25.0,0.0,1.0,0.0,0.0,925.2482546622226,1.0,0.0,0.0,1.0
785.0,3.0,0.0,0.0,0.0,385.0,785.0,0.0,1.0,417.0,417.0,385.0,1170.0,1170.0,307.0,0.0,3.0,234.0,234.0,157.0,1170.0,0.0,85.0,417.0,0.0,0.0,0.0,0.0,776.2967731462957,0.0,0.0,0.0,1.0
535.0,5.0,0.0,0.0,231.0,1312.0,535.0,0.0,1.0,50.0,51.0,1313.0,1617.0,1848.0,373.0,0.0,5.0,323.0,323.0,212.0,1617.0,1.0,95.0,50.0,231.0,0.0,0.0,0.0,693.4008080773282,0.0,1.0,0.0,1.0
538.0,5.0,0.0,0.0,0.0,1345.0,538.0,1671.0,1.0,0.0,0.0,1346.0,1884.0,1884.0,376.0,0.0,5.0,377.0,376.0,162.0,1884.0,0.0,97.0,0.0,0.0,0.0,471.0,1200.0,696.5765540217153,4.0,0.0,0.0,1.0
363.0,2.0,0.0,0.0,0.0,784.0,363.0,0.0,1.0,0.0,0.0,785.0,1148.0,1148.0,229.0,0.0,2.0,230.0,229.0,134.0,1148.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,906.5068551403544,0.0,0.0,0.0,1.0
480.0,1.0,0.0,0.0,0.0,0.0,647.0,3.0,1.0,250.0,417.0,0.0,480.0,480.0,0.0,0.0,1.0,96.0,96.0,0.0,480.0,0.0,59.0,417.0,0.0,0.0,3.0,0.0,925.2482546622226,0.0,0.0,0.0,1.0
163.0,1.0,0.0,0.0,914.0,751.0,163.0,0.0,0.0,29.0,29.0,751.0,0.0,914.0,0.0,0.0,1.0,0.0,0.0,163.0,0.0,0.0,112.0,29.0,0.0,1.0,0.0,0.0,971.296571062645,0.0,0.0,0.0,1.0
134.0,2.0,385.0,0.0,1298.0,1164.0,134.0,0.0,0.0,0.0,0.0,1164.0,0.0,1298.0,0.0,1.0,2.0,0.0,0.0,134.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,918.5746899129769,0.0,1.0,0.0,1.0
134.0,2.0,0.0,0.0,310.0,176.0,134.0,0.0,0.0,0.0,0.0,176.0,0.0,310.0,0.0,0.0,2.0,0.0,0.0,134.0,0.0,1.0,28.0,0.0,310.0,0.0,0.0,0.0,848.3907040738527,0.0,1.0,0.0,1.0
504.0,5.0,0.0,0.0,0.0,1206.0,504.0,0.0,1.0,0.0,0.0,1206.0,1710.0,1710.0,342.0,0.0,5.0,342.0,342.0,162.0,1710.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,683.238421356244,0.0,0.0,0.0,1.0
437.0,2.0,0.0,0.0,467.0,30.0,437.0,0.0,0.0,303.0,303.0,30.0,0.0,467.0,0.0,0.0,2.0,0.0,0.0,201.0,0.0,0.0,42.0,303.0,0.0,0.0,0.0,0.0,834.4174220022973,0.0,0.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,925.2482546622226,0.0,0.0,0.0,1.0
563.0,3.0,0.0,0.0,16.0,738.0,563.0,0.0,1.0,0.0,0.0,738.0,1285.0,1301.0,257.0,0.0,3.0,257.0,257.0,134.0,1285.0,1.0,94.0,0.0,16.0,0.0,0.0,0.0,809.6421060635047,0.0,1.0,0.0,1.0
310.0,2.0,0.0,0.0,310.0,0.0,378.0,0.0,0.0,176.0,244.0,0.0,0.0,310.0,0.0,0.0,2.0,0.0,0.0,133.0,0.0,1.0,28.0,244.0,310.0,0.0,0.0,0.0,831.5592508181,0.0,1.0,0.0,1.0
409.0,3.0,0.0,0.0,0.0,967.0,409.0,599.0,1.0,0.0,0.0,967.0,1376.0,1376.0,275.0,0.0,3.0,275.0,275.0,134.0,1376.0,0.0,99.0,0.0,0.0,0.0,599.0,0.0,831.5547528927792,0.0,0.0,0.0,1.0
524.0,4.0,0.0,0.0,1132.0,608.0,524.0,0.0,0.0,385.0,386.0,608.0,0.0,1132.0,0.0,0.0,4.0,0.0,0.0,208.0,0.0,0.0,68.0,385.0,0.0,0.0,0.0,0.0,709.6016106792199,0.0,0.0,0.0,1.0
0.0,4.0,0.0,0.0,0.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,651.8030338289892,0.0,0.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,925.2482546622224,0.0,0.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,925.2482546622226,1.0,0.0,0.0,1.0
105.0,1.0,0.0,0.0,0.0,0.0,205.0,0.0,1.0,0.0,50.0,0.0,105.0,105.0,0.0,0.0,1.0,21.0,21.0,76.0,105.0,0.0,13.0,50.0,0.0,0.0,0.0,0.0,925.2482546622226,0.0,0.0,0.0,1.0
189.0,3.0,0.0,0.0,1087.0,898.0,189.0,0.0,0.0,55.0,55.0,898.0,0.0,1087.0,0.0,0.0,3.0,0.0,0.0,189.0,0.0,0.0,79.0,55.0,0.0,0.0,0.0,0.0,824.88568631921,0.0,0.0,0.0,1.0
0.0,2.0,0.0,0.0,0.0,0.0,551.0,0.0,0.0,0.0,417.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,417.0,0.0,0.0,0.0,0.0,831.5592508181,0.0,0.0,0.0,1.0
301.0,3.0,0.0,0.0,0.0,351.0,301.0,0.0,1.0,37.0,38.0,353.0,654.0,654.0,167.0,0.0,3.0,131.0,130.0,171.0,654.0,0.0,47.0,37.0,0.0,0.0,0.0,0.0,773.1210273905427,0.0,0.0,0.0,1.0
134.0,2.0,455.0,0.0,791.0,657.0,134.0,0.0,0.0,0.0,0.0,657.0,0.0,791.0,0.0,1.0,2.0,0.0,0.0,134.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,894.1214460724514,0.0,0.0,0.0,1.0
361.0,4.0,0.0,0.0,0.0,747.0,361.0,0.0,1.0,0.0,0.0,749.0,1110.0,1110.0,222.0,0.0,4.0,221.0,222.0,139.0,1110.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,723.2573173331243,0.0,0.0,0.0,1.0
713.0,5.0,0.0,0.0,215.0,69.0,713.0,123.0,1.0,417.0,417.0,70.0,568.0,783.0,148.0,0.0,5.0,114.0,113.0,222.0,568.0,0.0,40.0,417.0,0.0,0.0,123.0,0.0,574.9454836716928,1.0,0.0,0.0,1.0
461.0,1.0,70.0,0.0,643.0,182.0,461.0,0.0,0.0,327.0,328.0,182.0,0.0,643.0,0.0,1.0,1.0,0.0,0.0,201.0,0.0,0.0,79.0,327.0,0.0,0.0,0.0,0.0,942.7148571980548,0.0,1.0,0.0,1.0
236.0,1.0,0.0,0.0,967.0,730.0,236.0,494.0,0.0,0.0,0.0,731.0,0.0,967.0,0.0,0.0,1.0,0.0,0.0,134.0,0.0,0.0,118.0,0.0,0.0,1.0,494.0,0.0,971.2965710626448,0.0,0.0,0.0,1.0
531.0,5.0,0.0,0.0,0.0,1315.0,531.0,1969.0,1.0,0.0,0.0,1316.0,1847.0,1847.0,369.0,0.0,5.0,369.0,369.0,162.0,1847.0,0.0,95.0,0.0,0.0,0.0,1969.0,0.0,693.7183829261113,0.0,0.0,0.0,1.0
271.0,1.0,623.0,0.0,623.0,352.0,271.0,0.0,0.0,137.0,138.0,352.0,0.0,623.0,0.0,1.0,1.0,0.0,0.0,201.0,0.0,0.0,76.0,137.0,0.0,0.0,0.0,0.0,958.9111615864302,0.0,1.0,0.0,1.0
327.0,2.0,0.0,0.0,267.0,139.0,327.0,91.0,1.0,153.0,154.0,140.0,200.0,467.0,60.0,0.0,2.0,40.0,40.0,201.0,0.0,0.0,42.0,153.0,0.0,0.0,91.0,0.0,844.8973832536061,1.0,0.0,0.0,1.0
288.0,5.0,623.0,0.0,623.0,967.0,288.0,0.0,1.0,0.0,0.0,967.0,632.0,1255.0,126.0,1.0,5.0,126.0,126.0,162.0,632.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,660.3730498220758,0.0,0.0,0.0,1.0
406.0,3.0,0.0,0.0,0.0,956.0,406.0,0.0,1.0,0.0,0.0,957.0,1363.0,1363.0,272.0,0.0,3.0,273.0,272.0,134.0,1363.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,830.6020289982381,0.0,0.0,0.0,1.0
134.0,2.0,623.0,0.0,623.0,489.0,134.0,0.0,0.0,0.0,0.0,489.0,0.0,623.0,0.0,1.0,2.0,0.0,0.0,134.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,878.2427167403332,0.0,0.0,0.0,1.0
286.0,3.0,0.0,0.0,329.0,43.0,286.0,0.0,0.0,152.0,153.0,43.0,0.0,329.0,0.0,0.0,3.0,0.0,0.0,201.0,0.0,1.0,24.0,152.0,48.0,0.0,0.0,0.0,743.5865898043523,0.0,1.0,0.0,1.0
779.0,3.0,0.0,0.0,0.0,650.0,779.0,0.0,1.0,279.0,280.0,610.0,1389.0,1389.0,415.0,0.0,3.0,278.0,277.0,201.0,1389.0,0.0,100.0,279.0,0.0,0.0,0.0,0.0,797.574270871489,0.0,0.0,0.0,1.0
551.0,3.0,0.0,0.0,847.0,296.0,551.0,876.0,0.0,417.0,417.0,296.0,0.0,847.0,0.0,0.0,3.0,0.0,0.0,177.0,0.0,0.0,61.0,417.0,0.0,0.0,876.0,0.0,767.7222587102281,0.0,0.0,0.0,1.0
816.0,3.0,0.0,0.0,0.0,510.0,816.0,0.0,1.0,417.0,417.0,511.0,1327.0,1327.0,365.0,0.0,3.0,265.0,265.0,168.0,1327.0,0.0,96.0,417.0,0.0,0.0,0.0,0.0,788.0470328819657,0.0,0.0,0.0,1.0
303.0,3.0,0.0,0.0,313.0,10.0,303.0,0.0,0.0,169.0,170.0,10.0,0.0,313.0,0.0,0.0,3.0,0.0,0.0,201.0,0.0,1.0,23.0,169.0,313.0,0.0,0.0,0.0,740.4108441514344,0.0,1.0,0.0,1.0
377.0,4.0,0.0,0.0,300.0,138.0,377.0,0.0,1.0,195.0,196.0,138.0,215.0,515.0,64.0,0.0,4.0,43.0,43.0,208.0,215.0,0.0,31.0,195.0,0.0,0.0,0.0,0.0,664.8235918814349,1.0,0.0,0.0,1.0
722.0,5.0,0.0,0.0,0.0,645.0,722.0,0.0,1.0,287.0,287.0,645.0,1367.0,1367.0,410.0,0.0,5.0,273.0,273.0,243.0,1367.0,0.0,70.0,287.0,0.0,0.0,0.0,0.0,629.8858893695151,0.0,0.0,0.0,1.0
183.0,1.0,623.0,0.0,623.0,440.0,183.0,0.0,0.0,49.0,50.0,440.0,0.0,623.0,0.0,0.0,1.0,0.0,0.0,183.0,0.0,0.0,76.0,49.0,0.0,1.0,0.0,0.0,967.1681012395254,0.0,1.0,0.0,1.0
801.0,4.0,623.0,0.0,1012.0,211.0,801.0,0.0,0.0,662.0,662.0,211.0,0.0,1012.0,0.0,1.0,4.0,0.0,0.0,208.0,0.0,1.0,61.0,662.0,389.0,0.0,0.0,0.0,671.8102332039416,0.0,1.0,0.0,1.0
75.0,3.0,0.0,0.0,75.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,3.0,0.0,0.0,75.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,739.4581199727804,0.0,0.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,925.2482546622224,0.0,0.0,0.0,1.0
162.0,4.0,623.0,0.0,762.0,707.0,162.0,0.0,1.0,0.0,0.0,708.0,108.0,870.0,21.0,1.0,4.0,22.0,21.0,139.0,108.0,1.0,52.0,0.0,139.0,0.0,0.0,0.0,719.1288483665718,0.0,1.0,0.0,1.0
464.0,4.0,0.0,0.0,464.0,0.0,556.0,1.0,0.0,325.0,417.0,0.0,0.0,464.0,0.0,0.0,4.0,0.0,0.0,47.0,0.0,0.0,28.0,417.0,0.0,0.0,1.0,0.0,651.8030338289892,0.0,0.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,925.2482546622224,0.0,0.0,0.0,1.0
414.0,5.0,200.0,0.0,638.0,1487.0,414.0,396.0,1.0,0.0,0.0,1487.0,1263.0,1901.0,252.0,1.0,5.0,253.0,252.0,162.0,1263.0,0.0,97.0,0.0,0.0,0.0,396.0,0.0,709.9146877170775,1.0,0.0,0.0,1.0
400.0,2.0,0.0,0.0,0.0,0.0,631.0,0.0,1.0,186.0,417.0,0.0,400.0,400.0,0.0,0.0,2.0,80.0,80.0,0.0,400.0,0.0,36.0,417.0,0.0,0.0,0.0,0.0,831.5592508181,0.0,0.0,0.0,1.0
417.0,4.0,623.0,0.0,623.0,507.0,417.0,138.0,1.0,218.0,219.0,509.0,303.0,926.0,90.0,1.0,4.0,61.0,60.0,208.0,303.0,0.0,56.0,218.0,0.0,0.0,138.0,0.0,700.3919469487533,0.0,0.0,0.0,1.0
0.0,4.0,0.0,0.0,0.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,651.8030338289893,0.0,0.0,0.0,1.0
134.0,1.0,0.0,0.0,744.0,610.0,134.0,0.0,0.0,0.0,0.0,610.0,0.0,744.0,0.0,0.0,1.0,0.0,0.0,134.0,0.0,0.0,91.0,0.0,0.0,1.0,0.0,0.0,971.2965710626448,0.0,0.0,0.0,1.0
516.0,2.0,0.0,0.0,264.0,20.0,516.0,0.0,1.0,328.0,328.0,20.0,272.0,536.0,81.0,0.0,2.0,54.0,54.0,201.0,0.0,1.0,49.0,328.0,264.0,0.0,0.0,0.0,833.464697915552,0.0,1.0,0.0,1.0
292.0,5.0,0.0,0.0,447.0,805.0,292.0,0.0,1.0,0.0,0.0,805.0,650.0,1097.0,130.0,0.0,5.0,131.0,130.0,162.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,645.1294696553933,0.0,0.0,0.0,1.0
561.0,1.0,289.0,0.0,643.0,82.0,561.0,0.0,0.0,427.0,428.0,82.0,0.0,643.0,0.0,1.0,1.0,0.0,0.0,201.0,0.0,0.0,79.0,427.0,0.0,0.0,0.0,0.0,933.187619256948,0.0,1.0,0.0,1.0
501.0,5.0,0.0,0.0,548.0,47.0,501.0,0.0,0.0,339.0,339.0,47.0,0.0,548.0,0.0,0.0,5.0,0.0,0.0,243.0,0.0,1.0,28.0,339.0,548.0,0.0,0.0,0.0,572.7224609187464,0.0,1.0,0.0,1.0
680.0,5.0,0.0,0.0,0.0,685.0,680.0,0.0,1.0,193.0,193.0,685.0,1365.0,1365.0,410.0,0.0,5.0,273.0,273.0,243.0,1365.0,0.0,70.0,193.0,0.0,0.0,0.0,0.0,633.6967834083665,0.0,0.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0,0.0,370.0,0.0,0.0,0.0,236.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,236.0,0.0,0.0,0.0,0.0,925.2482546622224,0.0,0.0,0.0,1.0
309.0,2.0,212.0,0.0,1010.0,701.0,309.0,0.0,0.0,175.0,175.0,701.0,0.0,1010.0,0.0,0.0,2.0,0.0,0.0,201.0,0.0,0.0,92.0,175.0,0.0,2.0,0.0,0.0,898.2499157629641,0.0,1.0,0.0,1.0
285.0,3.0,0.0,0.0,0.0,447.0,285.0,0.0,1.0,5.0,5.0,449.0,734.0,734.0,151.0,0.0,3.0,147.0,146.0,139.0,734.0,0.0,53.0,5.0,0.0,0.0,0.0,0.0,782.3306905083551,0.0,0.0,0.0,1.0
390.0,2.0,0.0,0.0,0.0,418.0,390.0,240.0,1.0,95.0,95.0,419.0,809.0,809.0,242.0,0.0,2.0,162.0,161.0,201.0,809.0,0.0,74.0,95.0,0.0,0.0,240.0,0.0,871.5736497281013,1.0,0.0,0.0,1.0
393.0,2.0,0.0,0.0,393.0,0.0,435.0,80.0,0.0,259.0,302.0,0.0,0.0,393.0,0.0,1.0,2.0,0.0,0.0,159.0,0.0,0.0,36.0,301.0,0.0,0.0,80.0,0.0,831.5592508181,0.0,0.0,0.0,1.0
234.0,3.0,0.0,0.0,0.0,268.0,234.0,0.0,1.0,0.0,0.0,269.0,503.0,503.0,100.0,0.0,3.0,101.0,100.0,134.0,503.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,765.1816625896394,0.0,0.0,0.0,1.0
432.0,5.0,0.0,0.0,500.0,1194.0,432.0,115.0,1.0,0.0,0.0,1195.0,1127.0,1627.0,225.0,0.0,5.0,225.0,225.0,162.0,1127.0,0.0,83.0,0.0,0.0,0.0,115.0,0.0,682.2856973826558,0.0,0.0,0.0,1.0
262.0,2.0,0.0,0.0,52.0,431.0,262.0,0.0,1.0,0.0,0.0,431.0,641.0,693.0,128.0,0.0,2.0,128.0,128.0,134.0,641.0,1.0,63.0,0.0,52.0,0.0,0.0,0.0,872.5263734937945,1.0,1.0,0.0,1.0
617.0,3.0,224.0,0.0,1331.0,713.0,617.0,0.0,0.0,483.0,484.0,714.0,0.0,1331.0,0.0,1.0,3.0,0.0,0.0,201.0,0.0,0.0,96.0,483.0,0.0,0.0,0.0,0.0,807.419084116597,0.0,0.0,0.0,1.0
263.0,1.0,411.0,0.0,643.0,380.0,263.0,0.0,0.0,129.0,130.0,380.0,0.0,643.0,0.0,0.0,1.0,0.0,0.0,201.0,0.0,0.0,79.0,129.0,0.0,1.0,0.0,0.0,961.4517580677378,0.0,1.0,0.0,1.0
0.0,1.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,925.2482546622226,0.0,0.0,0.0,1.0
1016.0,5.0,0.0,0.0,0.0,187.0,1016.0,0.0,1.0,327.0,328.0,188.0,1204.0,1204.0,360.0,0.0,5.0,241.0,240.0,243.0,1204.0,0.0,62.0,327.0,0.0,0.0,0.0,0.0,586.0605940622407,1.0,0.0,0.0,1.0
186.0,4.0,0.0,0.0,310.0,0.0,186.0,0.0,0.0,47.0,186.0,124.0,0.0,310.0,0.0,0.0,4.0,0.0,0.0,186.0,0.0,1.0,19.0,47.0,310.0,0.0,0.0,0.0,663.5532941504583,0.0,0.0,0.0,1.0
0.0,6.0,0.0,0.0,0.0,0.0,603.0,0.0,0.0,0.0,417.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,417.0,0.0,0.0,0.0,0.0,476.4928603419041,1.0,0.0,0.0,1.0
134.0,2.0,0.0,0.0,346.0,212.0,134.0,0.0,0.0,0.0,0.0,212.0,0.0,346.0,0.0,1.0,2.0,0.0,0.0,134.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,851.884024932169,0.0,0.0,0.0,1.0
134.0,1.0,623.0,0.0,623.0,489.0,134.0,0.0,0.0,0.0,0.0,489.0,0.0,623.0,0.0,1.0,1.0,0.0,0.0,134.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,971.296571062645,0.0,1.0,0.0,1.0
1052.0,11.0,623.0,0.0,623.0,948.0,1052.0,0.0,1.0,591.0,592.0,950.0,1379.0,2002.0,412.0,1.0,11.0,276.0,275.0,279.0,1379.0,0.0,55.0,591.0,0.0,0.0,0.0,0.0,130.3140638743154,0.0,0.0,0.0,1.0
669.0,3.0,0.0,0.0,0.0,220.0,669.0,254.0,1.0,316.0,317.0,221.0,890.0,890.0,267.0,0.0,3.0,178.0,178.0,201.0,890.0,0.0,64.0,316.0,0.0,0.0,254.0,0.0,760.4180428088115,0.0,0.0,0.0,1.0
314.0,3.0,618.0,0.0,668.0,1256.0,314.0,0.0,1.0,0.0,0.0,1257.0,903.0,1571.0,180.0,1.0,3.0,181.0,180.0,134.0,903.0,0.0,114.0,0.0,0.0,0.0,0.0,0.0,859.1837434008429,1.0,0.0,0.0,1.0
901.0,3.0,0.0,0.0,0.0,646.0,901.0,0.0,1.0,417.0,417.0,647.0,1548.0,1548.0,451.0,0.0,3.0,310.0,309.0,188.0,1548.0,0.0,112.0,417.0,0.0,0.0,0.0,0.0,801.0675921230113,0.0,0.0,0.0,1.0
691.0,6.0,623.0,0.0,623.0,1717.0,691.0,0.0,1.0,148.0,149.0,1719.0,1787.0,2410.0,505.0,1.0,6.0,357.0,357.0,279.0,1787.0,0.0,108.0,148.0,0.0,0.0,0.0,0.0,640.3613531519143,0.0,0.0,0.0,1.0
610.0,2.0,0.0,0.0,187.0,114.0,610.0,0.0,1.0,318.0,417.0,213.0,636.0,823.0,190.0,0.0,2.0,127.0,127.0,201.0,636.0,0.0,75.0,318.0,0.0,0.0,0.0,0.0,851.884024932169,0.0,0.0,0.0,1.0
0.0,3.0,0.0,0.0,0.0,0.0,134.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,739.4581199727804,0.0,0.0,0.0,1.0
676.0,1.0,0.0,0.0,0.0,226.0,676.0,0.0,1.0,362.0,363.0,227.0,903.0,903.0,270.0,0.0,1.0,181.0,180.0,201.0,903.0,0.0,111.0,362.0,0.0,0.0,0.0,0.0,946.8433267244995,0.0,0.0,0.0,1.0
